age,co2,co2_sigma,ref
18.050092,187.7267727,0.4985093,marcott2014
18.081597,188.6407209,0.470320706,marcott2014
18.110627,188.590446,1.480500953,marcott2014
18.139755,184.8751082,0.228288493,marcott2014
18.173163,189.0114574,1.126510505,marcott2014
18.201792,185.6483772,0.952822393,marcott2014
18.232181,188.8775085,0.472403363,marcott2014
18.264682,188.5215344,1.15710754,marcott2014
18.295805,189.0320853,0.192602099,marcott2014
18.324393,187.1210723,0.837203606,marcott2014
18.360352,188.731575,0.182432744,marcott2014
18.391159,188.2127161,1.15736131,marcott2014
18.422425,188.4698499,0.7483527,marcott2014
18.457829,187.446881,1.065755124,marcott2014
18.486591,187.0879475,0.703659236,marcott2014
18.519994,187.6657005,0.141408287,marcott2014
18.582943,188.5706082,0.617955639,marcott2014
18.677396,193.9029437,0.501846194,marcott2014
18.747045,191.2709927,1.013867879,marcott2014
18.803635,192.9746062,1.09940778,marcott2014
18.835152,188.4364689,0.822752676,marcott2014
18.866913,188.4991758,0.526676431,marcott2014
18.993816,192.709914,1.747009069,marcott2014
19.152786,191.0855049,1.121009894,marcott2014
19.282155,191.584282,0.843181138,marcott2014
19.442725,191.5166185,1.300410676,marcott2014
19.568151,188.9530391,0.245510015,marcott2014
19.629493,191.4187653,0.586308975,marcott2014
19.791188,193.6006393,0.530319749,marcott2014
19.883882,196.0551518,0.422095963,marcott2014
20.018696,193.7230209,0.750362845,marcott2014
20.213307,190.4730177,1.213292293,marcott2014
20.407601,189.990225,0.654258157,marcott2014
20.536804,193.925954,0.692606627,marcott2014
20.666489,187.7613088,0.929976018,marcott2014
20.828392,192.657502,1.09466413,marcott2014
20.964428,190.8707841,0.817552208,marcott2014
21.06769,188.4011718,0.867181128,marcott2014
21.212702,190.0517829,0.068448655,marcott2014
21.345184,187.2427817,1.161275436,marcott2014
21.562853,185.2260526,0.306309799,marcott2014
21.790593,187.9571767,0.218748028,marcott2014
21.913629,190.7825044,0.952142266,marcott2014
22.055594,187.3811396,1.550055634,marcott2014
22.230886,191.2705276,0.988206374,marcott2014
22.2922,187.2242115,0.45,ahn2014
22.3476,187.0216472,1.25,ahn2014
22.5501,184.6792182,0.2,ahn2014
22.6041,185.2074945,1.625,ahn2014
22.6508,188.4866056,0.23,ahn2014
22.7493,190.0135889,0.255,ahn2014
22.8336,186.1336889,0.125,ahn2014
22.994,189.3973396,1.125,ahn2014
23.0138,190.5300755,0.645,ahn2014
23.1073,190.0805015,0.825,ahn2014
23.185,188.6041093,0.87,ahn2014
23.2767,197.671885,1.285,ahn2014
23.3584,193.5328204,1.715,ahn2014
23.4452,186.7793563,0.465,ahn2014
23.6005,187.9853592,0.405955663,ahn2014
23.8738,183.1294475,0.035,ahn2014
24.0777,184.6823772,0.62,ahn2014
24.2698,186.7268949,0.925,ahn2014
24.6436,180.5655168,2.725,ahn2014
25.1636,180.6936999,0.785,ahn2014
25.3511,182.6604169,0.075,ahn2014
25.5436,183.3789183,0.62,ahn2014
25.786,186.5411615,0.58,ahn2014
26.016,184.5181517,0.405,ahn2014
26.2545,184.5716824,0.515,ahn2014
26.315,183.7673068,0.53,ahn2014
26.4607,186.0128248,0.81,ahn2014
26.5371,185.5131814,0.525,ahn2014
26.7037,185.4366044,0.335,ahn2014
26.8578,186.4311476,0.225,ahn2014
26.9549,188.0846282,0.8,ahn2014
27.042,187.3935686,0.21,ahn2014
27.0848,186.271359,0.065,ahn2014
27.1702,194.928153,0.479212317,ahn2014
27.2801,190.0614572,0.47,ahn2014
27.4419,191.9531337,0.84011284,ahn2014
27.5028,191.2337979,1.915,ahn2014
27.5497,191.5337588,1.944155236,ahn2014
27.5864,191.9535006,0.38,ahn2014
27.6613,191.4600117,0.685,ahn2014
27.687,192.7123708,0.075,ahn2014
27.7141,190.6078691,1.635,ahn2014
27.7186,189.3045239,0.315,ahn2014
27.8207,187.5863925,0.865,ahn2014
27.8664,190.5849616,0.49,ahn2014
27.885,189.2784906,0.115,ahn2014
27.9271,188.986349,0.395,ahn2014
27.9732,189.2867873,0.315,ahn2014
28.0973,189.9575797,0.635,ahn2014
28.2141,191.8161376,0.28,ahn2014
28.2716,191.5941938,0.32,ahn2014
28.3697,192.6338987,1.665,ahn2014
28.4139,189.1567444,0.24,ahn2014
28.4269,189.6458702,0.56,ahn2014
28.5774,193.1001042,0.055,ahn2014
28.6264,192.8154243,0.155,ahn2014
28.7243,193.8025076,0.2,ahn2014
28.8419,193.8897968,0.34,ahn2014
28.9027,192.6875899,0.535,ahn2014
28.9486,193.2594033,0.73,ahn2014
29.0089,192.8724797,0.49,ahn2014
29.1507,192.2643386,0.165,ahn2014
29.2053,188.096683,0.035,ahn2014
29.2496,192.3914167,0.970944901,ahn2014
29.3239,191.0119519,0.89,ahn2014
29.3661,189.8287064,0.305,ahn2014
29.4102,189.2132558,0.660782365,ahn2014
29.6092,189.2425185,0.04,ahn2014
29.6812,189.7728047,0.245,ahn2014
29.7428,191.284412,0.265,ahn2014
29.8378,190.9669245,0.16,ahn2014
29.9521,191.3754967,1.225,ahn2014
29.999,191.567341,0.225,ahn2014
30.1015,188.2467784,0.59,ahn2014
30.1817,188.4753165,0.62,ahn2014
30.2779,186.5173877,0.08,ahn2014
30.3127,185.9886464,0.6,ahn2014
30.4005,184.2981804,0.3,ahn2014
30.5288,182.9360816,0.435,ahn2014
30.713,187.1432812,0.2,ahn2014
30.7757,190.3322228,0.73,ahn2014
31.1052,187.9995635,0.055,ahn2014
31.3564,188.4753253,0.78,ahn2014
31.5241,189.946865,0.36,ahn2014
31.7921,193.7128385,1.225,ahn2014
31.8184,192.927643,1.125,ahn2014
31.9339,192.5071548,0.105,ahn2014
32.0269,193.3257604,0.43,ahn2014
32.0796,193.9050276,1.12,ahn2014
32.1475,196.4166559,0.49,ahn2014
32.1506,196.908055,1.305,ahn2014
32.3079,192.4651878,1.936098597,ahn2014
32.3612,195.2472448,0.275,ahn2014
32.4348,194.1104295,0.525,ahn2014
32.5111,194.6068297,0.37,ahn2014
32.5946,194.4295743,0.41,ahn2014
32.6778,195.080127,0.285,ahn2014
32.7141,195.9386128,0.26,ahn2014
32.8131,199.3023192,2.555,ahn2014
32.8809,196.701816,0.805,ahn2014
33.009,196.3260964,0.46,ahn2014
33.1483,197.6460048,0.215,ahn2014
33.4175,196.8962289,0.54,ahn2014
33.4914,197.1252633,0.41,ahn2014
33.5553,197.7997564,0.275,ahn2014
33.7581,200.0310664,0.685,ahn2014
33.841,195.6271483,0.745,ahn2014
33.8857,195.2662324,0.453737565,ahn2014
33.9075,194.4606041,0.665,ahn2014
33.9259,194.4702732,0.035,ahn2014
33.957,196.47192,0.445,ahn2014
33.9915,195.4109157,0.325,ahn2014
34.0642,195.9317588,1.015,ahn2014
34.1903,194.8874767,0.616504483,ahn2014
34.2508,195.7913335,0.76,ahn2014
34.3128,196.2666133,0.24,ahn2014
34.3344,196.201852,0.325,ahn2014
34.5569,199.6474819,0.74,ahn2014
34.6026,199.4889296,0.64,ahn2014
34.62,200.2924224,0.43,ahn2014
34.6478,198.8917124,0.98,ahn2014
34.7106,197.1613049,1.195,ahn2014
34.8256,202.795647,0.03,ahn2014
34.8668,203.0917776,0.48,ahn2014
35.0896,198.7828308,0.575,ahn2014
35.1658,203.6005086,0.36,ahn2014
35.2817,205.3761847,0.1,ahn2014
35.337,204.4670621,1.22,ahn2014
35.3594,203.6185257,0.87,ahn2014
35.383,201.3576929,0.255,ahn2014
35.4458,200.2987555,0.805,ahn2014
35.4971,201.0630555,1.005,ahn2014
35.5085,202.0412667,0.9,ahn2014
35.5307,201.8866004,0.65,ahn2014
35.568,201.8276294,0.99,ahn2014
35.6725,201.8131026,0.245,ahn2014
35.7016,200.5019756,0.63,ahn2014
35.8546,203.2886587,1.07,ahn2014
35.9483,198.7999445,0.365,ahn2014
36.0865,204.1230145,1.32,ahn2014
36.1731,201.7797825,0.23,ahn2014
36.2618,200.0916462,0.625,ahn2014
36.5063,198.9617645,0.95,ahn2014
36.5918,205.1023926,1.135,ahn2014
36.6696,203.7695176,0.16,ahn2014
36.7128,203.7543231,0.01,ahn2014
36.8202,202.7603346,1.155,ahn2014
36.9398,203.5143458,0.23,ahn2014
37.0234,206.3568576,1.125,ahn2014
37.1186,210.1571748,0.892095187,ahn2014
37.1432,207.3458468,0.16,ahn2014
37.2965,208.2519091,0.95,ahn2014
37.302,209.6563918,0.586174036,ahn2014
37.3381,206.586571,0.12,ahn2014
37.431,212.5055287,1.47,ahn2014
37.4613,209.8366778,0.535,ahn2014
37.6186,214.295899,0.398427464,ahn2014
37.6475,212.135906,0.715,ahn2014
37.7772,212.0924136,1.616417025,ahn2014
37.895,214.2064208,1.09,ahn2014
38.0003,211.2134252,0.68,ahn2014
38.0885,214.3603926,1.485,ahn2014
38.1656,208.3350597,0.585,ahn2014
38.1924,206.5229252,0.45,ahn2014
38.2842,207.411157,0.17,ahn2014
38.3592,207.9997797,0.67,ahn2014
38.4128,210.7947524,0.64,ahn2014
38.4729,207.2301826,0.04,ahn2014
38.5332,210.0786906,0.404571103,ahn2014
38.5736,208.2332726,1.985,ahn2014
38.6218,204.7919056,0.46,ahn2014
38.6708,204.4555539,0.742870278,ahn2014
38.7234,206.543994,0.305341339,ahn2014
38.8126,206.0857876,0.256406795,ahn2014
38.8747,205.6509899,0.02,ahn2014
38.9556,205.9880896,1.312762143,ahn2014
38.9768,202.3448524,1.415,ahn2014
39.0536,204.2829889,0.675,ahn2014
39.1205,207.3235852,0.2,ahn2014
39.2657,208.6850913,1.695,ahn2014
39.3032,209.4956419,0.47,ahn2014
39.3199,209.3264563,0.485,ahn2014
39.3398,207.8680804,0.785,ahn2014
39.3794,204.7773758,1.061114508,ahn2014
39.4029,191.5315634,0.905,ahn2014
39.4544,198.1385036,1.031527993,ahn2014
39.5154,200.4029739,1.365,ahn2014
39.621,195.7015925,2.077983798,ahn2014
39.7092,196.6742707,1.06,ahn2014
39.7571,193.5813542,1.155,ahn2014
39.885,193.8730989,0.200333056,ahn2014
39.9005,197.5525073,0.670256999,ahn2014
40.0427,192.5956556,2.213300703,ahn2014
40.1121,193.0813143,0.445,ahn2014
40.1453,193.6903119,0.415,ahn2014
40.3084,197.904549,1.39307259,bereiter2012
40.48594648,201.322686,1.372481383,bereiter2012
40.55344,201.4844525,1.089240364,bereiter2012
40.7543,200.4661596,0.744156201,bereiter2012
40.9073886,200.966198,1.920354582,bereiter2012
41.16790404,201.5320304,1.879866406,bereiter2012
41.3035942,204.1853976,1.54499158,bereiter2012
41.6059736,205.4900664,0.987266642,bereiter2012
41.7592075,201.124349,1.002119947,bereiter2012
41.9006868,199.8905658,1.363585049,bereiter2012
42.3158175,200.8960917,1.243334774,bereiter2012
42.6283001,204.8267435,0.19154571,bereiter2012
42.849867,206.3541547,1.069840976,bereiter2012
42.9680782,204.2604784,0.759474965,bereiter2012
43.171885,203.1620719,1.42589144,bereiter2012
43.3506625,201.664624,1.813438534,bereiter2012
43.51582055,204.2219504,0.861603836,bereiter2012
43.66115755,203.1809191,1.051769711,bereiter2012
43.80901,201.6896729,1.131312331,bereiter2012
44.09519615,204.3059191,0.921897787,bereiter2012
44.2044464,201.9967901,0.521811124,bereiter2012
44.350465,206.2215635,1.859296374,bereiter2012
44.4905025,204.8261548,1.322109673,bereiter2012
44.655535,212.2853728,0.846606867,bereiter2012
44.8160105,210.4383494,0.561588533,bereiter2012
44.996157,211.4870757,0.349330186,bereiter2012
45.142015,207.9533487,0.707327847,bereiter2012
45.2803875,213.9182294,0.816926217,bereiter2012
45.4603224,214.5013713,0.808829781,bereiter2012
45.696055,217.5118697,2.157603814,bereiter2012
45.87710855,222.7174679,0.328685663,bereiter2012
46.0573338,221.7721745,1.736490269,bereiter2012
46.181255,219.2468729,1.194693904,bereiter2012
46.3085475,218.3488824,1.449601937,bereiter2012
46.635902,216.4166322,1.436574185,bereiter2012
46.7464378,214.1828462,0.987107882,bereiter2012
46.887935,210.8376323,1.500661035,bereiter2012
47.086275,210.2720271,0.532235895,bereiter2012
47.3149762,207.5966069,1.200587191,bereiter2012
47.5243569,204.2599351,0.975694668,bereiter2012
47.71039,203.7878949,0.386623435,bereiter2012
47.9437511,205.6596509,0.971897897,bereiter2012
48.22318175,206.182083,2.04721796,bereiter2012
48.42786,200.9751439,0.564485567,bereiter2012
48.98795265,201.5786292,0.880330469,bereiter2012
49.3029804,200.1200432,0.403025628,bereiter2012
49.46265525,204.0580379,1.221002185,bereiter2012
49.728315,203.8713291,1.25923352,bereiter2012
50.00651,204.3767601,1.649325509,bereiter2012
50.2205469,206.7440269,0.475507457,bereiter2012
50.52741475,207.4099903,0.459072292,bereiter2012
51.0291701,207.6364359,0.910046631,bereiter2012
51.4314466,211.5708471,0.392047134,bereiter2012
51.77953,215.0771298,1.772271182,bereiter2012
52.08681985,213.8178172,0.732516462,bereiter2012
52.3847809,219.082541,0.275171352,bereiter2012
52.573676,220.7236107,0.356166313,bereiter2012
52.8007425,221.147906,1.091793414,bereiter2012
53.1082525,223.717214,1.678895287,bereiter2012
53.40045315,223.2619903,0.887138566,bereiter2012
53.80625205,221.1379091,1.490403267,bereiter2012
54.1566032,220.3743648,0.851119026,bereiter2012
54.387125,217.9567383,1.837334958,bereiter2012
54.6946125,213.8870139,1.137535889,bereiter2012
55.01448765,216.8579027,0.612971048,bereiter2012
55.29345915,208.1935057,0.715625749,bereiter2012
55.55313,214.776644,0.545485299,bereiter2012
55.9095374,210.2748745,1.234413751,bereiter2012
56.2371294,207.6741131,0.811906885,bereiter2012
56.5035825,212.4366913,0.674928596,bereiter2012
57.21094265,215.696527,0.626509111,bereiter2012
57.476265,217.3763244,2.487305255,bereiter2012
57.8437247,223.7182925,0.490766644,bereiter2012
58.2170123,224.3533977,0.800583054,bereiter2012
58.43332,223.1485504,1.224664634,bereiter2012
59.10506915,231.2935761,0.147316696,bereiter2012
59.380405,226.3532918,1.371892381,bereiter2012
59.73346935,223.4548161,0.696013671,bereiter2012
60.10988307,216.6606808,0.837577835,bereiter2012
60.37305923,212.8709103,0.709019392,bereiter2012
60.5166315,217.2531323,0.600797735,bereiter2012
60.81761723,213.7789541,1.38394321,bereiter2012
61.06087747,207.9542585,1.25943336,bereiter2012
61.23484403,210.5677071,1.010183663,bereiter2012
61.5541108,210.9034029,0.700888704,bereiter2012
61.9007233,206.3768852,1.197141745,bereiter2012
62.55200602,202.5567478,0.945068177,bereiter2012
62.77457333,202.7086782,2.335114616,bereiter2012
62.96089567,200.1481332,0.646912628,bereiter2012
63.55579267,197.4034359,1.220084715,bereiter2012
63.89687993,197.2423664,0.781138207,bereiter2012
64.11377897,199.7280299,1.311014684,bereiter2012
64.65729413,203.6954667,0.506297298,bereiter2012
64.8674226,201.6702794,1.187456356,bereiter2012
65.04672067,199.1708057,0.658774054,bereiter2012
65.5464465,208.9757824,3.338213853,bereiter2012
65.7645127,198.1736043,0.742376344,bereiter2012
65.93723267,200.5910835,1.459636001,bereiter2012
66.4393055,204.3859977,2.87448089,bereiter2012
66.95971067,207.2052246,1.686776972,bereiter2012
67.3145875,201.1418996,2.002321175,bereiter2012
67.7296785,203.7588046,1.059986006,bereiter2012
68.1461885,200.1704381,1.617501537,bereiter2012
68.61999347,203.4254725,0.569267306,bereiter2012
69.0815285,205.4203591,0.893064402,bereiter2012
69.59201713,211.2583878,1.127272819,bereiter2012
70.0521648,215.5508132,1.775314861,bereiter2012
70.42726267,220.3266112,0.547643884,bereiter2012
70.92887217,225.1721591,1.378896104,bereiter2012
71.27916903,235.0157701,1.239035285,bereiter2012
71.69365023,237.5634446,0.754523284,bereiter2012
72.09281487,239.4563537,0.883743187,bereiter2012
72.49015,232.7908655,0.93627969,bereiter2012
72.86604367,232.3347611,0.966935232,bereiter2012
73.21931633,230.8909584,2.090306419,bereiter2012
73.75095567,232.7350796,0.93522115,bereiter2012
74.22148233,231.3339802,0.700267566,bereiter2012
74.525645,241.2403946,0.982338886,bereiter2012
75.0679515,243.2700059,1.623408293,bereiter2012
75.54513367,249.5236775,0.739188557,bereiter2012
75.8506505,249.9395724,0.631260834,bereiter2012
76.24747217,239.3414054,1.124654064,bereiter2012
76.696736,238.0131729,1.980602708,bereiter2012
77.0564805,231.6834444,1.542526073,bereiter2012
77.615915,224.9179538,1.297110977,bereiter2012
78.080753,226.6471708,0.840985628,bereiter2012
78.50795,224.1427524,0.647595788,bereiter2012
78.96954013,227.2993455,0.559477406,bereiter2012
79.410363,229.255335,1.344005655,bereiter2012
79.877758,234.7426829,0.724391905,bereiter2012
80.3303625,230.6005848,0.618883608,bereiter2012
80.7217855,233.9230178,1.45576399,bereiter2012
81.2069425,230.32954,0.795693913,bereiter2012
81.711431,234.1341644,1.169003155,bereiter2012
82.0687905,238.8889658,0.937958852,bereiter2012
82.5267192,240.8729549,1.639008786,bereiter2012
82.988261,246.3224641,0.697968522,bereiter2012
83.55411217,247.1003682,0.996362887,bereiter2012
83.9409,250.7874532,0.795549534,bereiter2012
84.3574385,243.1607277,0.75886854,bereiter2012
84.936769,238.4231035,1.098171453,bereiter2012
85.36746933,234.6861033,0.60265585,bereiter2012
85.89069383,228.763042,1.570216415,bereiter2012
86.49832453,223.3774166,0.724827348,bereiter2012
87.027636,221.0556106,2.319218943,bereiter2012
87.58118,223.629744,0.925552877,bereiter2012
88.13618,217.800963,1.570896059,bereiter2012
88.7010496,223.9894141,0.503766447,bereiter2012
89.244716,227.3783735,1.099460098,bereiter2012
89.69625753,228.8783456,0.582713908,bereiter2012
90.317294,229.7373815,1.293247086,bereiter2012
90.834015,231.5586505,0.565779645,bereiter2012
91.44503067,231.1207564,0.57463369,bereiter2012
91.949738,233.7418403,1.111643901,bereiter2012
92.6678175,232.4556887,2.220579734,bereiter2012
93.4247096,235.1600042,0.825646178,bereiter2012
93.82321367,238.2070953,0.774278503,bereiter2012
94.56854833,242.4063602,0.533658388,bereiter2012
95.234114,242.9141172,1.068042944,bereiter2012
95.92148317,246.1964653,1.542984027,bereiter2012
96.47488033,245.7647295,0.596831985,bereiter2012
97.270891,242.354066,2.035617106,bereiter2012
97.9274645,239.8585,0.449020248,bereiter2012
98.583724,243.1798878,0.232982989,bereiter2012
99.36142233,242.9897129,1.006816047,bereiter2012
100.0768497,245.6255779,1.069157606,bereiter2012
100.5431783,247.8721131,1.097890436,bereiter2012
101.325675,244.7624246,1.128995372,bereiter2012
101.971885,240.0715355,0.939917882,bereiter2012
102.7647767,237.0732756,1.75374609,bereiter2012
103.30874,240.6840721,0.93706222,bereiter2012
104.2743333,247.7616293,0.830223405,bereiter2012
104.3312291,238.88,1.55,schneider2013
104.9664455,242.36,2.64962963,schneider2013
105.5071485,248.78,9.96,schneider2013
105.9898727,257.58,4.2,schneider2013
106.2563758,241.4,2.64962963,schneider2013
106.3682545,244.83,3.05,schneider2013
106.9748182,240.34,2.64962963,schneider2013
108.4019091,236.43,2.64962963,schneider2013
109.1294182,244.44,1.58,schneider2013
109.8399697,244.13,2.64962963,schneider2013
110.5553636,246.69,2.64962963,schneider2013
111.8768,257.93,2.94,schneider2013
112.6360606,256.79,2.64962963,schneider2013
112.9417273,263.12,2.64962963,schneider2013
113.1192697,264.75,3.64,schneider2013
113.6786364,260.58,2.64962963,schneider2013
114.25,267.9,2.64962963,schneider2013
114.8153939,275.07,2.64962963,schneider2013
115.4466727,276.96,1.63,schneider2013
115.9085758,273.16,2.64962963,schneider2013
116.4755758,273.63,2.64962963,schneider2013
117.1855545,274.03,2.64962963,schneider2013
117.6193636,274.98,4.03,schneider2013
118.6582697,277.72,2.64962963,schneider2013
119.2425152,267.74,2.64962963,schneider2013
119.7155,274.59,1.3,schneider2013
120.1441212,268.73,2.64962963,schneider2013
120.5429091,276.82,2.64962963,schneider2013
121.4260152,279.48,2.26,schneider2013
121.8419697,276.61,2.64962963,schneider2013
122.1000018,278.25,3.4,schneider2013
122.2923636,279,2.64962963,schneider2013
123.0139545,279.16,2.64962963,schneider2013
123.6309091,274.6,6.56,schneider2013
123.9594848,275.87,2.64962963,schneider2013
124.4045152,281.54,2.64962963,schneider2013
124.8174545,275.52,2.64962963,schneider2013
125.2926333,276.81,2.78,schneider2013
126.013703,275.15,2.64962963,schneider2013
126.6999091,273.02,2.64962963,schneider2013
126.9620303,274.93,2.64962963,schneider2013
127.3138303,275.78,2.64962963,schneider2013
127.5035497,276.88,3.83,schneider2013
128.0244764,276.03,0.28,schneider2013
128.1726667,280.72,2.64962963,schneider2013
128.4667273,285.76,2.64962963,schneider2013
128.878,271.08,2.64962963,schneider2013
129.0780364,268.44,1.92,schneider2013
129.6556364,260.61,3.45,schneider2013
130.3730303,251.84,2.64962963,schneider2013
130.8183636,250.84,2.64962963,schneider2013
131.3222,241.13,1.89,schneider2013
131.9762424,232.28,2.64962963,schneider2013
132.7098788,228,2.64962963,schneider2013
132.9319576,224.63,2.64962963,schneider2013
133.7758061,222.74,2.64962963,schneider2013
134.5222788,212.43,2.64962963,schneider2013
136.5655455,203.74,0.79,schneider2013
137.7634242,199.18,2.64962963,schneider2013
138.834297,198.55,1.08,schneider2013
139.9499697,192.75,0.19,schneider2013
142.3605618,196.51,0.95,schneider2013
143.6513,194.59,2.64962963,schneider2013
144.7995909,196.02,2.64962963,schneider2013
146.1082436,193.59,0.64,schneider2013
148.2334655,195.81,4.05,schneider2013
149.4661455,201.78,2.64962963,schneider2013
150.5948848,202.51,2.64962963,schneider2013
151.4448545,202.35,1.86,schneider2013
153.7746576,198.78,1.73,schneider2013
154.8891273,196.3,2.64962963,schneider2013
156.3068182,189.38,2.64962963,schneider2013
158.666,189,3,petit1999
159.716,185.5,3,petit1999
160.155,187.5,3,petit1999
163.858,204.3,3,petit1999
164.33465,196.5,3,petit1999
166.143,191.6,3,petit1999
166.784,190.1,3,petit1999
167.9141,186.7,3,petit1999
168.7455,183.8,3,petit1999
169.5144,196.6,3,petit1999
171.939,197.8,3,petit1999
174.442,197.7,3,petit1999
175.83335,196,3,petit1999
176.853,190.3,3,petit1999
177.533925,189.4,3,petit1999
177.7295,190.1,3,petit1999
179.873,207.7,3,petit1999
181.302,213.2,3,petit1999
182.196,217.7,3,petit1999
183.258,198.1,3,petit1999
184.371,199.7,3,petit1999
186.411,203.4,3,petit1999
188.437,210.7,3,petit1999
189.8065,231.3,3,petit1999
191.2545,231.4,3,petit1999
191.964075,220.3,3,petit1999
193.0745,218,3,petit1999
195.1265,226.5,3,petit1999
195.7995,220,3,petit1999
197.58735,226.4,3,petit1999
198.32745,241.2,3,petit1999
198.938,242.6,3,petit1999
201.752,250.9,3,petit1999
202.7445,239.1,3,petit1999
203.842,247.6,3,petit1999
205.203275,244.4,3,petit1999
205.575755,231.9,3,petit1999
205.944575,232.2,3,petit1999
206.359935,228.6,3,petit1999
206.89685,226.3,3,petit1999
207.2403,229.4,3,petit1999
207.62289,231.4,3,petit1999
208.108775,238.1,3,petit1999
208.274525,237.2,3,petit1999
208.82157,230,3,petit1999
209.082255,240.5,3,petit1999
209.44504,242.2,3,petit1999
209.966085,244.6,3,petit1999
210.17517,243.9,3,petit1999
210.832065,247.2,3,petit1999
211.058465,252,3,petit1999
211.577835,246.9,3,petit1999
212.078745,239.5,3,petit1999
212.533075,257.4,3,petit1999
213.33035,243.4,3,petit1999
214.15881,251.2,3,petit1999
215.080745,241.4,3,petit1999
215.91234,240.3,3,petit1999
216.30615,242.6,3,petit1999
216.864965,247.5,3,petit1999
217.415635,251.7,3,petit1999
217.69496,251.1,3,petit1999
218.200785,245.3,3,petit1999
219.067605,240.5,3,petit1999
220.935615,214.1,3,petit1999
221.69746,216.1,3,petit1999
222.539575,207.1,3,petit1999
223.129035,208.8,3,petit1999
224.271505,205.6,3,petit1999
226.259825,203.3,3,petit1999
226.849835,215.7,3,petit1999
227.719975,235.5,3,petit1999
228.439415,234.5,3,petit1999
228.76699,233.1,3,petit1999
229.572045,224.5,3,petit1999
231.12966,232.4,3,petit1999
232.19177,233.9,3,petit1999
232.85606,241.6,3,petit1999
235.990855,245.2,3,petit1999
236.426005,252.1,3,petit1999
236.8508,241.4,3,petit1999
237.391655,247.4,3,petit1999
237.90553,243.1,3,petit1999
238.425335,239.1,3,petit1999
239.00826,245.6,3,petit1999
239.387035,245.8,3,petit1999
239.73866,247.4,3,petit1999
240.190365,252.8,3,petit1999
241.333045,259.7,3,petit1999
241.8554,263.2,3,petit1999
242.68546,279,3,petit1999
243.13852,280.2,3,petit1999
244.121765,263.7,3,petit1999
244.582335,252.3,3,petit1999
245.05701,249.9,3,petit1999
245.564,236.7,3,petit1999
246.18881,230.4,3,petit1999
246.870485,219.4,3,petit1999
249.09987,214.7,3,petit1999
251.39057,200.2,3,petit1999
252.132255,213.9,3,petit1999
252.95372,195.4,3,petit1999
253.75668,196.7,3,petit1999
254.587105,195.4,3,petit1999
256.29866,199,3,petit1999
257.060585,201.9,3,petit1999
257.908065,204,3,petit1999
259.396895,203.9,3,petit1999
260.89424,209.6,3,petit1999
261.29392,205.7,3,petit1999
262.054575,208.9,3,petit1999
262.817095,214.6,3,petit1999
264.58376,228.1,3,petit1999
266.13445,199.9,3,petit1999
267.007,211.7,3,petit1999
268.25783,188.7,3,petit1999
268.9955,187.2,3,petit1999
269.94047,194.2,3,petit1999
271.036035,198.8,3,petit1999
272.14964,184.7,3,petit1999
273.16583,190.4,3,petit1999
274.164075,193.9,3,petit1999
275.154635,194.1,3,petit1999
276.257715,198.4,3,petit1999
277.443,193.2,3,petit1999
278.590905,202.2,3,petit1999
279.619045,204.5,3,petit1999
280.55895,211,3,petit1999
281.40074,215.3,3,petit1999
282.59289,223.7,3,petit1999
284.43468,231.3,3,petit1999
285.93132,228,3,petit1999
286.609955,226.4,3,petit1999
287.44386,231.4,3,petit1999
287.82005,230.4,3,petit1999
288.286425,231,3,petit1999
290.1845,234.9,3,petit1999
290.86379,220.4,3,petit1999
291.56287,217.1,3,petit1999
292.81831,207.6,3,petit1999
293.65074,206,3,petit1999
294.45529,206.7,3,petit1999
295.364225,212.7,3,petit1999
296.828865,213.1,3,petit1999
298.704615,217.1,3,petit1999
299.37628,224.4,3,petit1999
300.115865,231,3,petit1999
301.025615,236.1,3,petit1999
302.08419,239,3,petit1999
303.116,236,3,petit1999
304.10092,240.2,3,petit1999
305.09981,240.7,3,petit1999
305.77815,250.2,3,petit1999
306.581115,248.6,3,petit1999
307.463265,244.8,3,petit1999
308.3257,225.8,3,petit1999
309.42373,227.8,3,petit1999
310.010975,226.2,3,petit1999
310.7761,233.2,3,petit1999
311.670025,237.8,3,petit1999
312.59343,239,3,petit1999
313.343125,241.9,3,petit1999
314.05185,251.6,3,petit1999
314.83621,256.7,3,petit1999
315.657515,257.1,3,petit1999
316.45072,246.8,3,petit1999
317.14987,272.6,3,petit1999
317.932545,251.6,3,petit1999
318.852595,245.2,3,petit1999
319.82966,233.4,3,petit1999
320.916335,255.8,3,petit1999
321.817445,249.2,3,petit1999
323.383345,257.2,3,petit1999
324.166915,260.4,3,petit1999
325.007405,260.3,3,petit1999
325.823,260.5,3,petit1999
326.59109,266.2,3,petit1999
327.435835,264,3,petit1999
328.08681,266.1,3,petit1999
328.77075,270.1,3,petit1999
329.41429,271.9,3,petit1999
330.053325,275.1,3,petit1999
331.29355,265,3,petit1999
332.144115,271.7,3,petit1999
332.79862,272.6,3,petit1999
333.50009,273.1,3,petit1999
333.997555,282.4,3,petit1999
334.349495,289.1,3,petit1999
334.543885,288.4,3,petit1999
335.102305,298.6,3,petit1999
335.70751,278.1,3,petit1999
336.37754,285.8,3,petit1999
336.86782,278.6,3,petit1999
337.51667,270.5,3,petit1999
338.2135,255.7,3,petit1999
338.991435,241.9,3,petit1999
339.98389,239.6,3,petit1999
340.73508,234.2,3,petit1999
