age,co2,co2_sigma,ref
0.7501886,284.5400442,0.635027125,rubino2013
0.7840184,283.9659747,1.411605522,rubino2013
0.8037131,284.5105844,1.267128774,rubino2013
0.8343911,282.8416314,0.941787037,rubino2013
0.8505902,283.0944583,0.635007382,rubino2013
0.8797973,282.844416,0.941787062,rubino2013
0.90082294,280.9667443,0.634978505,rubino2013
0.90992083,280.9161702,0.941769427,rubino2013
0.93072784,280.0645297,0.634966326,rubino2013
0.93242209,279.7987034,1.342037193,rubino2013
0.96734583,278.7402402,1.411573695,rubino2013
0.99234736,277.4071684,0.412547249,rubino2013
1.03587184,280.1055259,2.213895625,rubino2013
1.0745898,279.4204406,1.411577804,rubino2013
1.12767222,278.6230032,1.411572988,rubino2013
1.15689504,279.7246992,2.213894154,rubino2013
1.18770454,279.2937108,2.213892491,rubino2013
1.2195665,279.9902637,0.412600568,rubino2013
1.24875007,277.0989409,0.412540919,rubino2013
1.28082364,278.454968,0.412568818,rubino2013
1.31300077,279.5880502,0.412592233,rubino2013
1.33547544,277.8697161,0.412556761,rubino2013
1.36759231,276.1960375,0.412522417,rubino2013
1.39253167,278.4608976,3.845059023,rubino2013
1.39837838,276.5590465,0.412529848,rubino2013
1.43204389,276.7895191,0.941732089,rubino2013
1.46186806,277.1056915,0.412541057,rubino2013
1.51306166,279.9999147,0.412600768,rubino2013
1.54363545,279.1252091,0.412582657,rubino2013
1.56577312,277.2469179,0.412543957,rubino2013
1.59266644,277.7953778,0.412555231,rubino2013
1.63245421,281.6921389,0.412635963,rubino2013
1.65439543,280.9089599,0.412619649,rubino2013
1.67555608,280.2444922,2.563635366,rubino2013
1.68390469,278.3143999,0.61645381,rubino2013
1.7093986,280.2490872,0.616480593,rubino2013
1.77546638,277.5558921,0.412550305,rubino2013
1.79646924,278.0719954,0.412560925,rubino2013
1.814,278.1,1,mcfarling_meure2006
1.846,277.5,1,mcfarling_meure2006
1.894,277.4,1,mcfarling_meure2006
1.92,277.9,1,mcfarling_meure2006
1.949,276.7,1,mcfarling_meure2006
1.999709091,278,1.2,monnin_2001_2004
2.093359091,276.9,0.7,monnin_2001_2004
2.234235273,276.7,0.8,monnin_2001_2004
2.265549333,276.7,0.8,monnin_2001_2004
2.414316667,277.6,1.3,monnin_2001_2004
2.52612497,277.9,0.5,monnin_2001_2004
2.628015758,273.9,1.1,monnin_2001_2004
2.708475455,278.9,0.6,monnin_2001_2004
2.801760667,275.3,1.6,monnin_2001_2004
2.904546909,274.7,1.2,monnin_2001_2004
2.948816303,276.3,0.9,monnin_2001_2004
3.056604242,274.6,0.8,monnin_2001_2004
3.255728182,276.3,1.5,monnin_2001_2004
3.283661576,273.1,1.1,monnin_2001_2004
3.431119273,274,0.3,monnin_2001_2004
3.528287879,275,0.6,monnin_2001_2004
3.644462727,273.4,1.3,monnin_2001_2004
3.693407697,273,0.8,monnin_2001_2004
3.80685697,271.5,1,monnin_2001_2004
3.856166364,275.4,0.5,monnin_2001_2004
3.968950606,274.9,1.3,monnin_2001_2004
4.108666727,271.7,1,monnin_2001_2004
4.205842364,271.6,0.7,monnin_2001_2004
4.275076667,272.8,0.8,monnin_2001_2004
4.342822424,271.5,0.9,monnin_2001_2004
4.494362424,271.1,0.8,monnin_2001_2004
4.592819273,269.1,0.6,monnin_2001_2004
4.647462909,269.8,1,monnin_2001_2004
4.773001515,271.5,0.8,monnin_2001_2004
4.921201818,270.7,0.5,monnin_2001_2004
4.981579879,269.3,1,monnin_2001_2004
5.086789939,268.6,1.1,monnin_2001_2004
5.218566182,269.8,1.2,monnin_2001_2004
5.311175758,267.6,0.6,monnin_2001_2004
5.357548545,265.3,1.7,monnin_2001_2004
5.533289576,265.2,0.8,monnin_2001_2004
5.581297333,267.6,2,monnin_2001_2004
5.757606364,265.9,0.9,monnin_2001_2004
5.852259636,265.5,0.8,monnin_2001_2004
5.934091455,260.7,1.6,monnin_2001_2004
5.999376061,266.7,0.9,monnin_2001_2004
6.089807879,265.5,0.8,monnin_2001_2004
6.301963333,263.2,0.6,monnin_2001_2004
6.337206909,262.7,0.9,monnin_2001_2004
6.401244848,261.2,0.7,monnin_2001_2004
6.572291576,261.1,0.4,monnin_2001_2004
6.682545394,259.4,0.6,monnin_2001_2004
6.769652545,262.1,0.9,monnin_2001_2004
6.880308667,262.9,0.5,monnin_2001_2004
6.970077394,258.1,1.4,monnin_2001_2004
7.038269879,257.6,0.9,monnin_2001_2004
7.188070303,262.3,0.9,monnin_2001_2004
7.27401,263,0.7,monnin_2001_2004
7.405323818,260.7,0.6,monnin_2001_2004
7.497865394,258.4,0.8,monnin_2001_2004
7.661366364,260.1,0.6,monnin_2001_2004
7.719591515,260.4,0.4,monnin_2001_2004
7.860181636,259.7,0.9,monnin_2001_2004
7.926365394,259.2,0.7,monnin_2001_2004
7.975853939,260.8,1.4,monnin_2001_2004
8.116284242,259.6,0.5,monnin_2001_2004
8.194798788,259.3,0.9,monnin_2001_2004
8.351876727,258.3,1.2,monnin_2001_2004
8.459675758,261.3,0.9,monnin_2001_2004
8.546579091,260.7,0.4,monnin_2001_2004
8.710678182,261.8,1,monnin_2001_2004
8.781282364,259,1.1,monnin_2001_2004
8.911853879,260.9,0.7,monnin_2001_2004
8.992985758,260.4,0.6,monnin_2001_2004
9.060173939,259.3,1,monnin_2001_2004
9.143012848,262,0.8,monnin_2001_2004
9.295308848,263.7,1.2,monnin_2001_2004
9.36111697,263.8,0.8,monnin_2001_2004
9.436703455,265.2,0.9,monnin_2001_2004
9.51805903,260.6,1.7,monnin_2001_2004
9.524439455,260.9,0.6,monnin_2001_2004
9.555863939,263,0.4,monnin_2001_2004
9.573266606,263.8,1.2,monnin_2001_2004
9.901037879,264.4,0.4,monnin_2001_2004
9.992609576,264.2,0.9,monnin_2001_2004
10.13450303,264,0.3,monnin_2001_2004
10.19295455,263.4,0.1,monnin_2001_2004
10.29955455,265.7,0.5,monnin_2001_2004
10.36655576,264.9,0.4,monnin_2001_2004
10.50555152,267.5,0.4,monnin_2001_2004
10.68048,266.9,0.6,monnin_2001_2004
10.80180909,266,1.1,monnin_2001_2004
10.83574364,265.1,1.6,monnin_2001_2004
10.95447879,267.6,0.7,monnin_2001_2004
11.08961576,264.8,0.6,monnin_2001_2004
11.16106364,264.8,0.4,monnin_2001_2004
11.18587091,265,0.8,monnin_2001_2004
11.20057636,265.3,0.4,monnin_2001_2004
11.25656788,264.4,1.5,monnin_2001_2004
11.31697879,264.1,0.7,monnin_2001_2004
11.339371,264.8062515,1.665699871,marcott2014
11.383156,264.8396344,1.290916678,marcott2014
11.399861,268.1638828,2.545907031,marcott2014
11.417453,264.4831387,2.038774676,marcott2014
11.435931,270.1434591,2.109958725,marcott2014
11.453064,268.8694824,0.695481145,marcott2014
11.472799,269.0965825,2.520897424,marcott2014
11.490446,267.1659883,0.851518926,marcott2014
11.507225,267.6634444,1.153096326,marcott2014
11.523934,269.5087268,0.850569195,marcott2014
11.543596,266.8975316,0.658274506,marcott2014
11.559612,262.7402713,1.420923136,marcott2014
11.576406,267.092646,0.498572284,marcott2014
11.592243,260.7019638,0.286491278,marcott2014
11.611307,261.3035571,1.522123006,marcott2014
11.628966,266.2202092,2.412823479,marcott2014
11.647924,257.1342933,1.340435779,marcott2014
11.664542,247.5528587,0.343508385,marcott2014
11.682818,254.6155973,0.884033354,marcott2014
11.701438,253.9908969,1.459950919,marcott2014
11.719717,256.0430609,1.255824549,marcott2014
11.74065,255.890869,1.399947311,marcott2014
11.759212,258.7419682,1.482300166,marcott2014
11.780723,258.2494701,0.332440423,marcott2014
11.802789,258.5305805,1.781228819,marcott2014
11.8205,257.1687108,1.484814436,marcott2014
11.843327,254.3101747,1.344835711,marcott2014
11.863118,253.62958,1.593077405,marcott2014
11.883166,251.5617445,0.581381005,marcott2014
11.904912,255.8965753,1.156984711,marcott2014
11.926956,258.574987,5.263207754,marcott2014
11.948086,248.9157021,2.042348144,marcott2014
11.969551,253.9931438,1.299308075,marcott2014
11.990691,255.3912978,1.386457708,marcott2014
12.015895,247.8506416,1.452015497,marcott2014
12.037316,248.4071332,0.352983713,marcott2014
12.058796,253.0980369,0.695640682,marcott2014
12.079849,251.0313866,2.568520493,marcott2014
12.105248,255.6570402,1.987685192,marcott2014
12.124583,253.0191365,0.870187767,marcott2014
12.146495,251.1387999,1.412474153,marcott2014
12.168481,251.4242804,0.854933932,marcott2014
12.190414,250.9681626,0.731860281,marcott2014
12.21134,249.6533401,1.227277837,marcott2014
12.232921,249.2318206,1.604296542,marcott2014
12.256477,248.9517462,1.482776272,marcott2014
12.280774,249.3772106,1.332252157,marcott2014
12.301036,248.9240191,0.294095334,marcott2014
12.321276,250.7315437,1.372976213,marcott2014
12.343121,246.9665079,0.762458179,marcott2014
12.365281,244.3094196,1.16444451,marcott2014
12.388308,243.0039985,1.207676581,marcott2014
12.409378,246.4034369,1.451022504,marcott2014
12.431925,247.6702385,0.824429024,marcott2014
12.454817,245.828192,0.555723072,marcott2014
12.47539,246.1791753,0.786696478,marcott2014
12.495838,244.4228225,1.179727246,marcott2014
12.52135,246.7361604,1.289531686,marcott2014
12.543717,249.9226267,1.721331934,marcott2014
12.564615,244.2749693,1.214287069,marcott2014
12.586604,247.0186642,0.271865193,marcott2014
12.607644,248.0915191,1.176204354,marcott2014
12.629853,246.9432776,0.452593612,marcott2014
12.653637,243.9483,1.681989153,marcott2014
12.673897,242.5290443,0.955009138,marcott2014
12.697141,244.2425219,0.959397701,marcott2014
12.7198,241.5919394,1.072175937,marcott2014
12.739914,247.2987801,0.412514274,marcott2014
12.762577,240.0194404,1.118580438,marcott2014
12.785627,241.4960201,2.089269209,marcott2014
12.80927,242.2333502,1.947292388,marcott2014
12.830152,242.1466121,1.335390353,marcott2014
12.852706,239.3450171,1.292546675,marcott2014
12.873977,241.2383064,1.298151511,marcott2014
12.893384,239.4354294,0.788201793,marcott2014
12.917105,238.7942419,1.122417247,marcott2014
12.939228,238.1767071,2.823889223,marcott2014
12.959751,240.7072617,0.94679877,marcott2014
12.980883,237.1480182,0.807610267,marcott2014
13.001057,239.4187762,2.092655676,marcott2014
13.021916,234.6771144,0.191457731,marcott2014
13.043693,238.8648011,1.93791055,marcott2014
13.066591,237.9090254,2.235779064,marcott2014
13.088223,241.5552999,1.158969694,marcott2014
13.128448,234.8172846,0.110067631,marcott2014
13.17267,236.9100647,0.962304186,marcott2014
13.216195,239.4098937,0.693634434,marcott2014
13.266965,240.4197734,0.146244443,marcott2014
13.304149,236.8602209,0.342771052,marcott2014
13.418103,237.8262926,1.870170376,marcott2014
13.486737,240.2542736,1.409554379,marcott2014
13.531749,235.8255291,0.395826205,marcott2014
13.600809,243.8597984,0.124648594,marcott2014
13.645346,238.5474752,0.458938722,marcott2014
13.712826,241.5913913,1.232457313,marcott2014
13.75873,241.1149041,2.220242509,marcott2014
13.827204,239.0843507,0.100074703,marcott2014
13.871566,237.9515852,0.85352273,marcott2014
13.940228,240.5703386,0.571653847,marcott2014
14.001788,235.9195826,1.038693957,marcott2014
14.022859,237.8687866,1.085182219,marcott2014
14.060093,241.269165,1.173102861,marcott2014
14.084472,232.8800062,1.524485443,marcott2014
14.120057,236.3980598,0.133591237,marcott2014
14.156604,239.2381868,0.419221092,marcott2014
14.179551,239.3606478,0.81172583,marcott2014
14.205559,238.3613364,1.890501281,marcott2014
14.237445,236.5950353,1.187944479,marcott2014
14.273024,240.2122954,1.333690692,marcott2014
14.298717,239.0367768,0.215312026,marcott2014
14.308608,235.8013722,1.099624694,marcott2014
14.343156,242.0789189,1.094260412,marcott2014
14.354483,238.3900589,0.490904877,marcott2014
14.374989,240.3252352,1.046646412,marcott2014
14.410597,242.5463916,1.42332466,marcott2014
14.422234,242.604603,1.755666425,marcott2014
14.443283,240.9489026,0.345435229,marcott2014
14.463583,238.6134573,0.765209665,marcott2014
14.497209,242.0553866,2.246748502,marcott2014
14.520852,241.1441164,1.265535855,marcott2014
14.531297,243.1737729,0.811265051,marcott2014
14.541662,235.8323421,0.564374617,marcott2014
14.552933,241.7298076,0.419945733,marcott2014
14.563518,239.8599977,1.455868838,marcott2014
14.575933,239.7650381,1.73800113,marcott2014
14.586185,237.9659544,1.137419277,marcott2014
14.595468,235.3095142,0.613606755,marcott2014
14.606209,237.5863296,0.851742185,marcott2014
14.619389,237.9707238,0.761363228,marcott2014
14.629987,240.1020213,1.115425088,marcott2014
14.645202,238.1159241,0.59828742,marcott2014
14.652256,234.622083,0.392363858,marcott2014
14.664087,233.4167859,0.285418575,marcott2014
14.675119,234.3354185,1.042298452,marcott2014
14.686374,237.492439,0.293542475,marcott2014
14.696689,228.9069485,0.435953656,marcott2014
14.706958,228.1794674,0.770786873,marcott2014
14.718124,230.5296191,1.095775941,marcott2014
14.730883,234.5366891,1.230977382,marcott2014
14.743189,231.4750143,1.104934718,marcott2014
14.758515,227.9025821,0.748173346,marcott2014
14.763412,224.6441299,0.782414857,marcott2014
14.776283,227.3927297,1.115766299,marcott2014
14.787831,227.7853621,0.230760705,marcott2014
14.799135,228.5025021,1.024110551,marcott2014
14.810614,227.5760817,0.432444381,marcott2014
14.822391,226.5069056,0.699097295,marcott2014
14.83475,228.4041873,0.011029133,marcott2014
14.844772,227.8736319,0.410426271,marcott2014
14.857525,233.1674386,1.472401474,marcott2014
14.869177,232.2212331,0.585239377,marcott2014
14.880662,227.8515067,1.109378857,marcott2014
14.892457,230.6301424,1.244743925,marcott2014
14.904212,228.7152896,0.539565413,marcott2014
14.915908,228.3587951,0.532591788,marcott2014
14.92902,228.469793,0.335076882,marcott2014
14.953662,228.8902955,1.226772804,marcott2014
14.976478,229.7867258,2.089491489,marcott2014
14.987256,227.6509859,1.219171609,marcott2014
15.01148,228.3650655,1.018065794,marcott2014
15.034777,225.3808352,0.838866632,marcott2014
15.072534,228.9948075,0.241172389,marcott2014
15.09581,234.4744689,0.023335995,marcott2014
15.133528,229.6716066,0.630600972,marcott2014
15.156516,228.8057322,0.892789497,marcott2014
15.181113,227.8435848,1.037400495,marcott2014
15.218875,230.1833981,0.328462717,marcott2014
15.243443,228.2658596,1.214364752,marcott2014
15.280741,225.7716291,0.919551685,marcott2014
15.320944,227.643061,1.417612311,marcott2014
15.345237,228.91652,0.957155987,marcott2014
15.382846,225.3879517,1.57123038,marcott2014
15.410078,224.7431162,0.753182027,marcott2014
15.462934,223.2710403,1.377398264,marcott2014
15.546395,223.5305343,0.346660342,marcott2014
15.64943,222.7583451,1.370468997,marcott2014
15.704787,222.1576434,0.566378195,marcott2014
15.767681,224.8571802,1.87040614,marcott2014
15.844953,222.3646872,0.436658223,marcott2014
15.920254,223.5107393,0.648078476,marcott2014
15.936522,223.768191,0.639334669,marcott2014
15.995492,223.7224507,2.062396855,marcott2014
15.998978,224.4079902,0.177610301,marcott2014
16.01467,222.3932787,0.893094196,marcott2014
16.033783,224.4802221,1.43334035,marcott2014
16.083,224.2423601,0.820341141,marcott2014
16.114135,222.4115118,1.309434892,marcott2014
16.151209,224.8625785,1.024743409,marcott2014
16.166707,226.19088,0.071697463,marcott2014
16.187461,221.4898463,1.176905106,marcott2014
16.208708,227.3244742,1.212502893,marcott2014
16.222957,223.2363153,0.553887217,marcott2014
16.240564,220.4851709,1.059451264,marcott2014
16.260727,218.5638246,0.966786897,marcott2014
16.278743,214.2212289,0.594552631,marcott2014
16.296958,212.8436751,0.745912625,marcott2014
16.317429,214.5978425,0.596488834,marcott2014
16.337251,212.4297077,1.188105898,marcott2014
16.354228,214.8309479,1.203066018,marcott2014
16.374888,211.2133503,0.499802238,marcott2014
16.391886,209.5081041,0.815728283,marcott2014
16.410706,212.9488854,0.940508813,marcott2014
16.431323,211.7934498,1.807132802,marcott2014
16.458381,217.1872261,0.279056763,marcott2014
16.472034,213.9380168,1.113412955,marcott2014
16.509932,207.9470734,0.122978676,marcott2014
16.553509,208.650109,0.521232581,marcott2014
16.590012,208.4614276,0.839499002,marcott2014
16.655879,213.1546924,0.808533266,marcott2014
16.733528,210.2493948,1.10193466,marcott2014
16.797545,205.5254888,0.961741101,marcott2014
16.869315,205.1850919,0.961741101,marcott2014
16.928831,202.9290477,0.675029974,marcott2014
16.994774,204.3247383,1.088696181,marcott2014
17.091847,202.1012164,1.05215317,marcott2014
17.163698,198.6310893,1.300707592,marcott2014
17.236245,198.2941754,0.776660077,marcott2014
17.287896,195.8757391,0.497133024,marcott2014
17.311873,194.6514132,0.266047979,marcott2014
17.360496,190.5028434,0.909033112,marcott2014
17.385299,193.0202134,0.393808589,marcott2014
17.410026,191.8856674,0.269457887,marcott2014
17.434971,190.7573981,0.465299416,marcott2014
17.460991,193.0004923,0.461104861,marcott2014
17.485291,191.4761143,0.501296116,marcott2014
17.510868,191.5857344,0.054238037,marcott2014
17.534589,192.3704753,0.605569934,marcott2014
17.561459,192.6236484,0.298637334,marcott2014
17.586251,196.9632882,0.863509229,marcott2014
17.612004,195.7903929,0.239158638,marcott2014
17.637878,193.2102062,1.228683833,marcott2014
17.665057,194.3760035,0.555028699,marcott2014
17.691214,191.5189594,1.334628182,marcott2014
17.717049,189.5231391,0.564302252,marcott2014
17.74375,190.4114564,0.239656169,marcott2014
17.769713,191.7049631,0.330806799,marcott2014
17.797574,187.2525634,0.662163276,marcott2014
17.825432,191.207399,1.23820212,marcott2014
17.854603,189.5176343,0.71904953,marcott2014
17.880995,190.2606132,1.192306085,marcott2014
17.907158,191.723791,0.261469407,marcott2014
17.935988,188.542157,0.982142825,marcott2014
17.965825,188.656499,0.104864782,marcott2014
17.992042,188.9556833,0.643065928,marcott2014
18.02445,187.7853114,1.096121313,marcott2014
